title,ingredients,directions,NER,Country,Distance,garlic,salt,coconut milk,onion,fish sauce,water,red curry,ginger,vegetable oil,tomatoes,curry powder,chicken,lime,oil,sugar,curry,cilantro,brown sugar,turmeric,fresh ginger,onions,lime juice,Salt,fresh cilantro,basil,garam masala,ground coriander,cumin,ground cumin,Curry,soy sauce,shallots,rice,shrimp,olive oil,potatoes,red bell pepper,green curry,ground turmeric,chicken breasts,chicken broth,cinnamon,chili powder,carrots,canola oil,peanut oil,cumin seeds,butter,peanuts,red pepper,light coconut milk,green beans,Onion,coriander,cayenne pepper,turmeric powder,carrot,flour,Water,paprika,coriander seeds,Garlic,cloves,Ginger,jasmine rice,fresh basil,lemon juice,chicken stock,coriander powder,green onions,green chilies,Chicken,Coconut Milk,Turmeric,tomato paste,pepper,milk,kosher salt,zucchini,red onion,gingerroot,unsweetened coconut milk,Cumin,bamboo shoots,cornstarch,black pepper,coconut,clove garlic,fresh coriander,tomato,bay leaves,yellow onion,coconut cream,stalk lemongrass,ghee,palm sugar,Cilantro,mushrooms,beef,clove Garlic,Sugar,shallot,scallions,Onions,lime leaves,red chili powder,cumin powder,egg,red chilies,ground ginger,mustard seeds,cooking oil,green bell pepper,Kosher salt,ground black pepper,peanut butter,Fish Sauce,yogurt,eggs,cauliflower,frozen peas,pineapple,basmati rice,Garam masala,Vegetable oil,coriander seed,vegetable stock,broccoli,lemon grass,fenugreek seeds,ground cinnamon,plain yogurt,eggplant,Red Curry,chicken breast,vegetable broth,sesame oil,bay leaf,coconut oil,tomato puree,Tomatoes,potato,Garam Masala,stalks lemongrass,mint,chicken thighs,Olive Oil,galangal,lime zest,celery,black peppercorns,Oil,Carrot,skinless,cardamom pods,peas,chickpeas,shrimp paste,light brown sugar,Basil,ground beef,lamb,ginger paste,black mustard seeds,eggplants,white rice,tamarind paste,fennel seeds,green onion,coriander leaves,lemon,Cinnamon,honey,Potatoes,snow peas,Milk,Butter,cucumber,fresh coriander leaves,baby corn,rice noodles,mussels,ginger-garlic,pumpkin,unsalted butter,red onions,curry paste,chilies,fresh lemongrass,raisins,white sugar,white onion,cashews,sweet potato,Tomato,shiitake mushrooms,tomato sauce,nutmeg,vinegar,red chili pepper
Shrimp Coconut Curry Or Prawn Malai Curry,"[""1 pound large prawns (about 25-30)"", ""1/4 teaspoon turmeric"", ""1 pinch salt"", ""2 tablespoons mustard/canola oil"", ""4 green cardamoms"", ""1 piece cinnamon stick"", ""1 bay leaf"", ""1/2 teaspoon cumin seeds"", ""1 teaspoon ginger paste"", ""1 cup onions, very finely chopped"", ""2 green chilies, chopped"", ""1/2 teaspoon turmeric powder"", ""1 cup coconut milk"", ""1 teaspoon salt (or to taste)"", ""1 teaspoon sugar"", ""2 teaspoons mustard powder"", ""1 teaspoon ghee""]","[""Add turmeric and salt to the prawns and mix well. Let sit for 5 minutes."", ""Heat mustard oil (or canola oil) in a pan, add the prawns and saute for 2-3 minutes. Remove from oil with a slotted spoon and drain on a paper towel lined plate."", ""To the same oil, add cardamoms, cinnamon, bay leaf, cumin seeds, and ginger paste (add some extra oil if necessary)."", ""As soon as they start spluttering, add onions. Saute the onions over medium to low heat until soft and golden."", ""Add the chopped green chilies, mustard powder, and turmeric. Add a little bit of water and cook for 4-5 minutes, or until the onions completely melt."", ""Add coconut milk and bring to a boil."", ""Add salt and sugar. Give it a taste to check for seasonings."", ""Reduce the heat to a simmer and cook until oil separates, about 5-6 minutes."", ""Add the fried prawns, bring the pot to a boil, and finish with ghee.\r\nServe with steamed white rice.""]","[""prawns"", ""turmeric"", ""salt"", ""canola oil"", ""green cardamoms"", ""cinnamon"", ""bay leaf"", ""cumin seeds"", ""ginger paste"", ""onions"", ""green chilies"", ""turmeric powder"", ""coconut milk"", ""salt"", ""sugar"", ""mustard powder"", ""ghee""]",Bangladesh,1447,0,1,1,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Bengali Fish Curry (Doi Maach),"[""Spice mix:"", ""2 teaspoons coriander seeds"", ""1 teaspoon cumin seeds"", ""2 dried hot red chiles"", ""2 whole cloves"", ""2 green cardamom pods"", ""1 (1-inch) cinnamon stick"", ""Fish:"", ""2 1/4 pounds mahimahi, cut into 1 1/2-inch pieces"", ""3/4 teaspoon ground turmeric"", ""1/2 teaspoon salt"", ""2 tablespoons canola oil, divided"", ""Sauce:"", ""3/4 cup finely chopped red onion"", ""1 teaspoon grated peeled fresh ginger"", ""1 garlic clove, minced"", ""1 bay leaf"", ""1/4 cup water"", ""1 teaspoon salt"", ""1/2 teaspoon sugar"", ""1 cup plain whole milk yogurt""]","[""To prepare spice mix, combine first 6 ingredients in a spice or coffee grinder; process until finely ground."", ""To prepare fish, combine mahimahi, turmeric, and 1/2 teaspoon salt in a large bowl; toss well. Heat 1 tablespoon oil in a large nonstick skillet over medium-high heat. Add half of fish; cook 5 minutes or until fish is lightly browned and flakes easily when tested with a fork (do not overcook). Remove from pan. Repeat procedure with remaining fish and oil."", ""To prepare sauce, add onion to pan; saute 5 minutes or until tender. Add ginger, garlic, and bay leaf; saute 2 minutes. Add ground spice mix; cook 2 minutes. Stir in water, 1 teaspoon salt, and sugar. Remove pan from heat; gradually stir in yogurt. Cook over low heat 5 minutes, stirring constantly. Return fish and accumulated juices to pan. Cook over low heat 5 minutes or just until heated. Discard bay leaf.""]","[""Spice mix"", ""coriander seeds"", ""cumin seeds"", ""chiles"", ""cloves"", ""green cardamom pods"", ""cinnamon stick"", ""mahimahi"", ""ground turmeric"", ""salt"", ""canola oil"", ""red onion"", ""fresh ginger"", ""garlic"", ""bay leaf"", ""water"", ""salt"", ""sugar"", ""milk yogurt""]",Bangladesh,1447,1,1,0,1,0,1,0,1,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hari Nayak'S Chicken Curry In A Hurry (Bhuna Masala Murgh) Recipe,"[""1 large onion, coarsely chopped"", ""2 serranos, stemmed and coarsely chopped"", ""3/4 teaspoon ground turmeric"", ""3 tablespoons chopped garlic"", ""1-inch piece fresh ginger, peeled and chopped"", ""1 teaspoon cumin seeds"", ""4 tablespoons oil"", ""1 1/4 pounds boneless, skinless chicken thighs and/or breasts, cut into 3/4-inch cubes"", ""1 teaspoon salt"", ""2 tablespoons tomato paste"", ""1 teaspoon garam masala"", ""1 cup water"", ""4 tablespoons fresh cilantro, chopped""]","[""In a blender, combine the onion, serranos, turmeric, garlic, ginger, cumin, and a couple tablespoons of water. Process until it is a smooth paste. Add a little more water if you need to."", ""Pour the oil into a large skillet set over medium-high heat. Add the chicken pieces and the salt. Cook, stirring often, until the chicken browned, seven to ten minutes. Use a slotted spoon to remove the pieces and set aside, leaving as much of the fat behind."", ""Reduce the heat to low and add the spice paste. Cook until very fragrant, about two minutes. Add the chicken back in, along with the tomato paste, and garam masala. Stir well, and cook until everything is combined, three to four minutes."", ""Pour in the water and stir until mixture is combined. Cover the skillet, turn the heat to medium, and simmer for 15 minutes, stirring occasionally."", ""If needed, season to taste with salt. Serve the curry with a sprinkling of fresh cilantro and white rice.""]","[""onion"", ""serranos"", ""ground turmeric"", ""garlic"", ""ginger"", ""cumin seeds"", ""oil"", ""chicken"", ""salt"", ""tomato paste"", ""garam masala"", ""water"", ""fresh cilantro""]",Bangladesh,1447,1,1,0,1,0,1,0,1,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Beyond Curry: Daal Tadka Recipe,"[""1 cup tuvar daal (yellow lentils/pigeon peas)"", ""1 1/2 teaspoons ghee (clarified butter)"", ""pinch of asafoetida"", ""1 teaspoon turmeric powder"", ""2 1/2 cups water"", ""Salt"", ""&nbsp"", ""1 1/2 tablespoons ghee"", ""3 Mundu chillies (these are small, round chillies from South India, alternatively any dry red chilli will do)"", ""1 teaspoon whole black mustard seeds"", ""1 teaspoon whole cumin seed, plus 1 1/2 teaspoons toasted and ground cumin seed"", ""6 curry leaves"", ""1/2 teaspoon asafoetida"", ""1/4 teaspoon red chilli powder""]","["": Wash and drain tuvar daal in a large fine mesh strainer. Heat ghee in pressure cooker over high heat until shimmering. Add asafoetida, turmeric, and washed daal. Cook, stirring frequently till the ghee coats the daal, about 20 seconds."", ""Add water and salt to taste. Close pressure cooker, increase heat to high, and heat until pressure cooker is pressurized to high pressure. Reduce heat to low and cook ten minutes. Remove from heat and allow pressure to dissipate."", ""Open pressure cooker and break up daal with a whisk. Set aside while you make the tadka."", "": Heat ghee in a heavy-bottomed non-stick skillet over high heat until lightly smoking. Reduce heat to medium."", ""Add mundu chillies, mustard seeds, and whole cumin seed (stand away from skillet as the seeds pop). Wait until seeds sizzle, about 10 seconds, then add curry leaves and stir. Cook until the curry leaves sizzle, about 10 seconds longer, then add asafoetida, red chilli and roasted cumin powder. Stir vigorously and immediately transfer all contents to the daal and lightly stir. Do not mix thoroughly. Some of the ghee should float on top. Serve immediately with white rice, Indian bread (roti) or as an accompaniment to any Indian meal.""]","[""tuvar daal"", ""ghee"", ""asafoetida"", ""turmeric powder"", ""water"", ""Salt"", ""nbsp"", ""ghee"", ""Mundu"", ""black mustard seeds"", ""cumin"", ""curry"", ""asafoetida"", ""red chilli powder""]",Bangladesh,1447,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bengali-Style Fried Fish In Onion And Tomato Curry (Fish ,"[""2 small whole head-on dorade or other flavorful white-fleshed fish, cleaned (about 3 pounds total once cleaned; 1.4kg); see note"", ""2 teaspoons (8g) Diamond Crystal kosher salt, plus more to taste"", ""2 teaspoons (4g) ground turmeric"", ""3 teaspoons (6g) Kashmiri red chili powder (or 1 teaspoon cayenne pepper), divided"", ""Neutral oil, such as canola, safflower, or peanut, for frying"", ""1 medium yellow onion, thinly sliced (about 10 1/2 ounces; 300g)"", ""One 2-inch piece"", "", peeled and grated (about 15g)"", ""1 bay leaf"", ""1 tablespoon (8g) ground cumin"", ""2 teaspoons (4g) ground coriander"", ""1 1/2 cups cored and diced skin-on fresh tomatoes (12 ounces; 340g), from about 3 small tomatoes"", ""1 tablespoon (15g) distilled white vinegar"", ""Freshly ground black pepper"", ""Chopped fresh cilantro leaves and tender stems, for garnish""]","[""Remove heads from fish and cut bodies into 1-inch-thick steaks (or ask your fishmonger to do this for you; see note). In a small bowl, combine kosher salt, turmeric, and 2 teaspoons (4g) Kashmiri red chili powder. Sprinkle salt mixture all over fish."", ""Add enough oil to a large saute pan to fill it 1/4 inch deep and heat over high heat until shimmering. Working in batches if needed, add seasoned fish steaks and cook until browned on both sides, about 10 minutes. Using a slotted spatula, transfer cooked steaks to a plate, tray, or dish and set aside."", ""Drain off all but 2 tablespoons oil from saute pan. Continuing to work over high heat, add onion and cook until browned in spots, about 5 minutes; lower heat at any point if onion threatens to burn."", ""Lower heat to medium and add ginger, bay leaf, remaining 1 teaspoon (2g) chili powder, cumin, and coriander, cooking until the spices bloom, about 3 minutes. Add diced tomatoes and cook until some of the liquid has cooked off and you have a thick, paste-like curry, about 5 minutes. Finish the gravy with vinegar and season with salt and pepper to taste."", ""Nestle the fried fish steaks into the curry, gently tossing to coat in the sauce. Garnish with chopped cilantro and serve.""]","[""head-on dorade"", ""kosher salt"", ""ground turmeric"", ""red chili powder"", ""oil"", ""yellow onion"", ""bay leaf"", ""ground cumin"", ""ground coriander"", ""tomatoes"", ""white vinegar"", ""Freshly ground black pepper"", ""fresh cilantro""]",Bangladesh,1447,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Bhuna Masala Egg Curry,"[""5 Eggs, hard boiled"", ""2 Onions (medium sized), coarsely chopped"", ""2 tablespoons Bhuna masala"", ""2 Tomatoes (medum sized), coarsely chopped"", ""2 tablespoons Kaju kani (fine Cashew nut pieces)"", ""1 teaspoon Kashmiri chilli powder"", ""1 teaspoon Sugar"", ""Salt to taste""]","[""Crush the onions in a mixer.Add the crushed onion and the bhuna masala in a thick bottomed kadhai/wok.Stir fry till the mixture is homogenous and all the water has evaporated. There is a nice word in Hindi that describes the smell... bhini bhini khusboo, delicious aroma that wafts out of the kadhai/wok."", ""Add the salt and the chilli powder. Mix well.\nAs your masala is getting done grind the tomatoes and the kaju kani to a fine paste. Remember you have to get out in 20 minutes.\nDump all the tomato paste in the kadhai/wok. Mix well. Cook for another 2-3 minutes."", ""Add about 2 cups of water, sugar and bring to a rapid boil.\nMeanwhile peel the boiled eggs the choice is yours you can either cut them in half or like me put a knife cut on the opposite side. This will allow the gravy to seep in the eggs."", ""Let it boil for 2-3 minutes."", ""Serve hot with chapatti, rice. We waited for the podder to come with unne and poli.""]","[""Eggs"", ""Onions"", ""Bhuna masala"", ""Tomatoes"", ""kani"", ""chilli powder"", ""Sugar"", ""Salt""]",Bangladesh,1447,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Methi Makai Matar Malai (Sweet Corn & Peas In Creamy Fenugreek Curry),"[""2 cups fenugreek fresh green, washed, finely chopped"", ""3/4 cup green peas shelled & boiled"", ""1/2 cup corn kernels boiled"", ""1 tablespoon cashew nuts"", ""1 tablespoon cream"", ""1/2 cup milk"", ""1/2 cup cashew nut"", ""1 1/2 tablespoons olive oil or refined oil"", ""1 cumin seeds generous pinch"", ""1 onion small, finely chopped"", ""1/2 teaspoon ginger paste"", ""1/2 teaspoon garlic paste"", ""4 green chillies split"", ""1/2 teaspoon coriander powder"", ""1/2 teaspoon garam masala powder"", ""1/4 teaspoon white pepper powder, +/- to taste"", ""1/2 teaspoon mango powder +/- to taste"", ""salt to taste""]","[""Sprinkle about 1/4 tsp salt to the fenugreek leaves and mix them well."", ""Keep them aside for approximately half an hour. Squeeze out the water and keep it aside."", ""Make cashew nuts paste by adding milk. Add milk gradually till you have the desired consistency."", ""Heat oil in a pan and add cumin seeds. Once they crackle, add onions, ginger garlic paste and fry till the ginger and garlic become fragrant and the onions become translucent."", ""Add fenugreek leaves and saute for five minutes on medium heat. Add peas, corn & split green chillies and saute for another minute or two."", ""Add cashew paste, cream, salt, dry mango powder, white pepper powder, coriander powder and garam masala and cook for half a minute. Add milk now and cook for further 3-4 minutes."", ""Serve with chapatti or as filling for sandwich.""]","[""fresh green"", ""green peas"", ""corn kernels"", ""cashew nuts"", ""cream"", ""milk"", ""cashew nut"", ""olive oil"", ""cumin seeds generous pinch"", ""onion"", ""ginger paste"", ""garlic"", ""green chillies"", ""coriander powder"", ""garam masala"", ""white pepper"", ""mango powder +"", ""salt""]",Bangladesh,1447,1,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Malai Kofta Curry,"[""1 potato Boiled and skinned, 1 big"", ""2 tablespoons carrot Finely chopped"", ""3 tablespoons beans Finely chopped"", ""4 tablespoons green peas"", ""5 tablespoons paneer"", ""6 salt to taste"", ""7 teaspoons garam masala"", ""8 canola oil for deep frying"", ""9 all purpose flour for rolling if necessary"", ""1 onions medium Sliced"", ""2 chopped tomatoes 2 no's"", ""3 tablespoons ginger"", ""4 garlic 5 pods"", ""5 cashew nuts 6 whole nuts"", ""6 tablespoons poppy seeds"", ""7 teaspoons turmeric powder"", ""8 teaspoons cumin seeds"", ""9 teaspoons coriander seeds"", ""10 teaspoons chilli powder"", ""11 salt to taste"", ""12 tablespoons oil"", ""13 cups low fat cream""]","[""First Soak the Poppy seeds and Cashew nuts in the water and then start your cooking process."", ""Boil and peel the potatoes in one bowl, mash it with the help of fork."", ""Boil the green peas, finely chop the carrot and beans and fry the 3 veggies in little bit of oil in the pan to get rid of the moisture in the veggies."", ""Meanwhile make the paneer out of the milk (Out of 250 ml of milk i got 2 tbsp of paneer, thats enough for my kofta) If you think need more means you can use extra milk."", ""It's an easy process just make the milk to boil and add little bit of lemon juice instantly milk starts to curdle squeeze the water out with the help of cheese or cotton clothes."", ""Now add all the veggies, garam masala, salt, and paneer into the mashed Potato and mix it well.Make small balls out of it and keep it aside in the plate."", ""Heat oil in the pan and deep fry those balls till golden brown no need to wait for long time."", ""If the balls get spread out in the oil means just roll the balls in the cake flour or all purpose flour and then deep fry it."", ""Now drain the oil in the kitchen towel and keep it aside."", ""Dry roast the cumin seeds and coriander seeds in the frying pan till the aroma comes out and grind it to fine powder."", ""Heat 1 tsp of oil in the same pan, Saute the sliced onions, ginger and garlic."", ""Then add the chopped tomatoes and salt, Braise it well till it turns pulpy."", ""Follow with turmeric powder and red chilli powder, leave it to cook."", ""Allow the mixture to cool and grind it nicley to fine paste."", ""Heat 1 tbsp of oil in the same pan and pour the grinded paste, allow it to cook in medium flame till the oil separates around the edges."", ""Meanwhile grind the poppy seeds and cashew nuts to fine paste."", ""Now add the roasted cumin n coriander powder to the gravy. After 5 mts add the cashew paste and mix it well."", ""After the oil separates around the edges take off the pan from the fire and add the low fat or heavy cream to the gravy."", ""Transfer the gravy to the serving bowl and before serving add the fried koftas.""]","[""big"", ""carrot"", ""beans"", ""green peas"", ""paneer"", ""salt"", ""garam masala"", ""canola oil"", ""necessary"", ""onions"", ""tomatoes"", ""ginger"", ""garlic"", ""nuts"", ""poppy seeds"", ""turmeric powder"", ""cumin seeds"", ""coriander seeds"", ""chilli powder"", ""salt"", ""oil"", ""cream""]",Bangladesh,1447,1,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bangladeshi Lamb Curry,"[""1/4 cup ghee"", ""2 onions large, thinly sliced"", ""4 bay leaves"", ""1 cinnamon stick"", ""5 green cardamom pods bruised"", ""5 whole cloves"", ""3 cloves garlic minced"", ""1 inch fresh ginger peeled, grated"", ""1 1/2 pounds lamb leg boneless, trimmed, cubed"", ""2 teaspoons sugar"", ""1 teaspoon cayenne pepper"", ""2 cups plain yogurt thick"", ""7 ounces green beans trimmed, halved"", ""rice to serve"", ""sliced almonds to serve"", ""chili sliced, to serve""]","[""Heat ghee in a large, heavy-bottomed frying pan over high heat. Cook onions and spices for 8-10 mins, stirring, until golden brown. Add garlic and ginger. Cook for 1 min, until fragrant. Add lamb and cook for 4-5 mins, to brown all over. Add sugar and cayenne. Stir in yogurt, 1 tbsp at a time, stirring between each addition. Season. Bring to a boil then reduce heat to low and simmer, covered, for 1 hour, or until lamb is tender."", ""Add beans and simmer for 2 mins. Serve over rice, topped with sliced almonds and sliced red chili.""]","[""ghee"", ""onions"", ""bay leaves"", ""cinnamon"", ""green cardamom"", ""cloves"", ""garlic"", ""ginger"", ""sugar"", ""cayenne pepper"", ""green beans"", ""rice"", ""almonds"", ""chili""]",Bangladesh,1447,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Prawn Malai Curry Recipe raisa,"[""Medium or Large Prawns: 200gms (shelled, de-veined, heads removed)"", ""Onions, sliced: 1 cup"", ""Ginger Paste: 2 table spoons"", ""Garlic Paste: 1 table spoon"", ""Red Chili Powder: 1 tea-spoon"", ""Green Chili: 8-10"", ""Coconut Milk: 2 cups"", ""Vegetable Oil: 2 table spoons""]","[""Heat the oil in the pan."", ""Add onions."", ""Fry till translucent and soft."", ""Do not let brown."", ""Add ginger paste and garlic paste."", ""Mix well, add the chili powder and salt."", ""Cook for 1 minute in medium heat."", ""Add the prawns, stir until coated well with the spice mix.About 30 seconds."", ""Add the coconut milk."", ""Bring it to boil then lower the heat to shimmer."", ""Add the green chilies."", ""Just remove the stem, and add them whole."", ""Cover the pan."", ""Shimmer until the prawns are done and grave has reduced to a creamy thickness."", ""Serve with plan rice and also lemon wedges if you like."", ""Enjoy.""]","[""Onions"", ""Ginger"", ""Garlic"", ""Red Chili Powder"", ""Green Chili"", ""Coconut Milk"", ""Vegetable Oil""]",Bangladesh,1447,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
