title,NER,Protein,Protein Group
Singapore Vegetable Curry With Gluten Or Chicken,"[""potatoes"", ""carrots"", ""green beans"", ""bell pepper"", ""cabbage"", ""onion"", ""coconut milk"", ""curry powder"", ""eggs"", ""banana"", ""peanuts"", ""raisins"", ""coconut""]",Chicken,Meat
Quick Fruit Curry,"[""chicken"", ""oil"", ""butter"", ""onion"", ""curry powder"", ""fresh apples"", ""dried apricots"", ""raisins"", ""salt"", ""vinegar"", ""peanuts""]",Chicken,Meat
Chicken Curry,"[""chickens"", ""garlic"", ""onions"", ""fresh grated ginger root"", ""tomatoes"", ""jalapeno peppers"", ""cilantro"", ""salt"", ""paprika"", ""cloves"", ""bay leaves"", ""turmeric"", ""cardamom"", ""vegetable oil"", ""water""]",Chicken,Meat
Turkey Olive Curry,"[""butter"", ""onion"", ""celery"", ""flour"", ""salt"", ""curry powder"", ""chicken"", ""black olives"", ""milk"", ""turkey"", ""rice"", ""mein noodles""]",Chicken,Meat
Curry Chicken,"[""chicken breasts"", ""oil"", ""green pepper"", ""onion"", ""garlic"", ""curry powder"", ""parsley"", ""thyme"", ""salt"", ""pepper"", ""tomatoes""]",Chicken,Meat
Quick Chicken Curry,"[""chicken"", ""salt"", ""onion"", ""water"", ""sour cream"", ""curry powder"", ""ground cumin""]",Chicken,Meat
Chicken Curry,"[""chickens"", ""onions"", ""tomatoes"", ""curry powder"", ""vegetable oil"", ""salt""]",Chicken,Meat
Chicken Curry,"[""chicken"", ""onions"", ""vegetable oil"", ""garlic"", ""tomatoes"", ""chili powder"", ""salt"", ""water""]",Chicken,Meat
Chinese Style Chicken Curry,"[""skinless thighs"", ""garlic"", ""ginger"", ""onion"", ""oil"", ""chillies"", ""salt"", ""Worcestershire sauce"", ""sugar"", ""chilli"", ""tomato"", ""soy sauce""]",Chicken,Meat
Chicken Curry In A Hurry,"[""curry powder"", ""cumin"", ""salt"", ""fresh ground pepper"", ""cloves"", ""water"", ""garlic"", ""tomato paste"", ""vegetable oil"", ""onions"", ""chicken"", ""Golden Delicious apple"", ""carrots"", ""chicken broth"", ""frozen peas"", ""long grain rice""]",Chicken,Meat
Chicken Curry Southern Style,"[""broiler-fryer"", ""flour"", ""salad oil"", ""garlic"", ""onion"", ""celery"", ""green pepper"", ""curry powder"", ""salt"", ""tomatoes"", ""regular long grain rice"", ""currants"", ""butter"", ""almonds"", ""parsley""]",Chicken,Meat
Grace'S Chicken Curry,"[""margarine"", ""onion"", ""garlic"", ""turmeric"", ""tomato"", ""cinnamon"", ""powdered cloves"", ""black pepper"", ""cayenne"", ""chicken""]",Chicken,Meat
Chicken And Rice Curry,"[""chicken"", ""onion"", ""green pepper"", ""butter"", ""rice"", ""curry powder"", ""salt"", ""milk""]",Chicken,Meat
Chicken Curry,"[""peanut"", ""fresh ginger"", ""chicken"", ""tart apples"", ""unsalted butter"", ""onions"", ""jalapeno chili peppers"", ""curry powder"", ""coconut"", ""cardamon"", ""plain yogurt"", ""chicken stock"", ""lemon grass"", ""rice"", ""lemon juice"", ""cilantro"", ""salt""]",Chicken,Meat
Super Chicken Curry(India)  ,"[""bacon grease"", ""onion"", ""curry powder"", ""garlic"", ""lamb"", ""salt"", ""cayenne pepper"", ""potatoes""]",Chicken,Meat
Shrimp Or Chicken Curry(Microwave)  ,"[""shrimp"", ""butter"", ""onion"", ""celery"", ""curry powder"", ""flour"", ""salt"", ""sugar"", ""ground ginger"", ""black pepper"", ""chicken broth"", ""milk"", ""apple"", ""lemon juice""]",Chicken,Meat
Chicken Or Turkey Curry,"[""chicken"", ""whole broccoli"", ""chicken soup"", ""mayonnaise"", ""curry powder"", ""lemon juice"", ""cheese""]",Chicken,Meat
Curry Chicken,"[""butter"", ""mushrooms"", ""onions"", ""milk"", ""flour"", ""frozen broccoli"", ""salt"", ""pepper"", ""Mozzarella cheese"", ""chicken"", ""curry""]",Chicken,Meat
Chicken Curry,"[""fryer"", ""green pepper"", ""onions"", ""garlic"", ""ground allspice"", ""ground ginger"", ""curry powder"", ""turmeric powder"", ""tomatoes"", ""beef broth"", ""tart apples"", ""green peas"", ""salt""]",Chicken,Meat
Chicken Curry,"[""chicken"", ""onions"", ""curry powder"", ""mushrooms"", ""celery"", ""mushroom soup"", ""tomato soup""]",Chicken,Meat
Chicken Curry From India,"[""chicken"", ""onions"", ""tomatoes"", ""curd"", ""chili powder"", ""coriander powder"", ""cumin powder"", ""turmeric powder"", ""cardamon"", ""garlic"", ""ginger"", ""oil"", ""salt"", ""water"", ""cilantro""]",Chicken,Meat
Chicken Curry,"[""chicken breasts"", ""flour"", ""black pepper"", ""extra virgin olive oil"", ""onion"", ""clove garlic"", ""green bell pepper"", ""curry powder"", ""thyme"", ""tomatoes""]",Chicken,Meat
Chicken Curry With Two Onions(Murgh Do Piaza; Serves 4)  ,"[""chicken"", ""butter"", ""onions"", ""garlic"", ""cardamom"", ""cinnamon"", ""chili powder"", ""turmeric"", ""bay leaf"", ""chicken broth"", ""red onions"", ""canola oil"", ""tomato wedges"", ""heavy cream"", ""yogurt"", ""lemon juice"", ""garlic"", ""fresh ginger root"", ""ground cumin"", ""ground cardamom"", ""ground red pepper"", ""sweet paprika"", ""ground fenugreek"", ""salt"", ""garam masala"", ""mango"", ""chicken thighs"", ""chicken""]",Chicken,Meat
Curry Chicken,"[""chicken"", ""flour"", ""salt"", ""pepper"", ""butter"", ""onion"", ""clove garlic"", ""curry powder"", ""thyme"", ""tomatoes"", ""currants""]",Chicken,Meat
Indian (Chicken) Curry,"[""chicken"", ""tomato sauce"", ""cream of mushroom soup"", ""mushrooms"", ""chicken"", ""curry powder"", ""salt"", ""bacon"", ""onion"", ""olives"", ""sweet pickle relish"", ""pecans"", ""celery"", ""eggs"", ""shredded coconut"", ""chutney""]",Chicken,Meat
Chicken Curry,"[""chicken"", ""curry powder"", ""coconut milk"", ""oil"", ""coconut milk"", ""onion"", ""salt""]",Chicken,Meat
Grecian Curry,"[""olive oil"", ""chicken"", ""tomatoes"", ""onion"", ""yogurt"", ""peanut butter"", ""curry"", ""cumin""]",Chicken,Meat
Curry Chicken Divan,"[""chicken"", ""broccoli"", ""cream of chicken soup"", ""lite mayonnaise"", ""lemon juice"", ""curry powder"", ""bread crumbs"", ""margarine""]",Chicken,Meat
Slow-Cooker Pork And Apple Curry,"[""boneless pork loin roast"", ""apple"", ""onion"", ""orange juice"", ""curry powder"", ""chicken bouillon granules"", ""garlic"", ""salt"", ""ground ginger"", ""ground cinnamon"", ""cornstarch"", ""cold water"", ""raisins"", ""flaked coconut"", ""rice""]",Chicken,Meat
Chicken Curry,"[""chicken Rice"", ""almond Rice"", ""artichokes"", ""green pepper"", ""red pepper"", ""chicken breasts"", ""mayonnaise"", ""curry powder""]",Chicken,Meat
Chicken Banana Curry From South Africa,"[""butter"", ""bananas"", ""cream"", ""onion"", ""curry powder"", ""sugar"", ""tomatoes"", ""flour"", ""milk"", ""chicken stock"", ""lemon"", ""tomato juice"", ""chicken""]",Chicken,Meat
Chicken (Or Turkey) Curry In A Hurry,"[""chicken"", ""cream of chicken soup"", ""curry powder"", ""white wine"", ""salt""]",Chicken,Meat
Chicken Curry,"[""chicken"", ""onions"", ""ginger"", ""garlic"", ""coriander leaves"", ""bay leaves"", ""turmeric powder"", ""red pepper"", ""coriander powder"", ""cumin seeds powder"", ""green cardamon"", ""cinnamon"", ""salt"", ""oil""]",Chicken,Meat
Chicken Curry,"[""chicken"", ""cold cooked rice"", ""celery"", ""chutney"", ""salt"", ""frozen green peas"", ""French dressing"", ""curry powder""]",Chicken,Meat
Chicken Curry,"[""cream of celery soup"", ""milk"", ""parsley"", ""cumin"", ""coriander"", ""curry powder""]",Chicken,Meat
Curry Chicken,"[""boneless Chicken"", ""Curry Powder"", ""Black Pepper"", ""Salt"", ""Garlic"", ""Onion Powder"", ""Oil""]",Chicken,Meat
Anything Curry(Spicy Hot!)  ,"[""almond oil"", ""sesame oil"", ""onion"", ""tomatoes"", ""pepper"", ""ginger root"", ""wine vinegar"", ""lime juice"", ""soy sauce"", ""chicken"", ""water"", ""curry powder"", ""turmeric"", ""garlic powder"", ""chili powder"", ""cumin"", ""ground cinnamon"", ""ground ginger""]",Chicken,Meat
Thai Curry,"[""curry paste"", ""chicken breast"", ""Green Giant American mixtures"", ""coconut milk"", ""chunky peanut butter"", ""white rice""]",Chicken,Meat
Chicken Curry,"[""curry powder"", ""butter"", ""apple"", ""onion"", ""cream of mushroom soup"", ""heavy cream"", ""chicken breasts"", ""salt"", ""paprika""]",Chicken,Meat
Curry Chicken Divan,"[""chicken breasts"", ""broccoli"", ""cream of chicken soup"", ""mayonnaise"", ""curry powder"", ""lemon juice"", ""Cheddar cheese"", ""bread crumbs""]",Chicken,Meat
Easy Chicken Curry,"[""chicken breasts"", ""white rice"", ""onion"", ""apple"", ""salt"", ""margarine"", ""curry powder"", ""raisins"", ""chicken broth""]",Chicken,Meat
Chicken Curry With Mushrooms,"[""olive oil"", ""bay leaf"", ""cloves"", ""turmeric powder"", ""cumin powder"", ""curry powder"", ""cinnamon powder"", ""tomato sauce"", ""chicken"", ""garlic"", ""onion"", ""salt"", ""mushrooms""]",Chicken,Meat
"""In A Hurry"" Chicken Curry","[""chicken"", ""mushrooms"", ""oil"", ""onion"", ""flour"", ""chicken broth"", ""curry powder"", ""parsley"", ""milk"", ""water""]",Chicken,Meat
Chicken Curry,"[""chicken breasts"", ""cream of chicken soup"", ""curry powder"", ""milk""]",Chicken,Meat
Creamed Chicken Curry,"[""margarine"", ""apple"", ""onion"", ""clove garlic"", ""flour"", ""curry powder"", ""salt"", ""milk"", ""chicken"", ""raisins"", ""coconut""]",Chicken,Meat
Chicken Curry,"[""chicken"", ""vegetable oil"", ""onion"", ""curry"", ""cinnamon"", ""garlic"", ""ginger"", ""paprika powder"", ""curry powder"", ""lemon grass"", ""ground saffron"", ""lemons"", ""coconut milk"", ""salt""]",Chicken,Meat
Bangkok Chicken-Curry Rice(Serves 3 To 4)  ,"[""chicken"", ""garlic"", ""soy sauce"", ""sugar"", ""parsley"", ""salt"", ""peanut oil"", ""butter"", ""curry powder"", ""butter"", ""garlic"", ""salt"", ""rice"", ""frozen snow peas"", ""black mushrooms""]",Chicken,Meat
Good For The Heart Chicken Curry,"[""chicken"", ""mushrooms"", ""oil"", ""onion"", ""flour"", ""chicken broth"", ""curry powder"", ""apple"", ""parsley"", ""milk"", ""water""]",Chicken,Meat
Coley'S Chicken Curry Spread,"[""mayonnaise"", ""chicken spread"", ""coconut"", ""curry powder"", ""onion""]",Chicken,Meat
Chicken Curry(Serves 6 To 8 People)  ,"[""chicken"", ""broccoli"", ""cream of chicken soup"", ""mayo"", ""curry powder"", ""lemon juice"", ""muffin mix"", ""grated cheese"", ""margarine""]",Chicken,Meat
Chicken Curry,"[""butter"", ""onion"", ""curry powder"", ""cayenne pepper"", ""flour"", ""salt"", ""sugar"", ""ground ginger"", ""chicken broth"", ""milk"", ""chicken"", ""lemon juice"", ""rice""]",Chicken,Meat
Indian Chicken Curry,"[""onion"", ""celery"", ""oil"", ""flour"", ""chicken stock"", ""tomato juice"", ""Worcestershire sauce"", ""salt"", ""curry powder"", ""chicken"", ""rice""]",Chicken,Meat
Honey Curry Chicken,"[""mustard"", ""honey"", ""garlic"", ""curry powder"", ""onion"", ""chicken breasts""]",Chicken,Meat
Sweet Chicken Curry With Yogurt(Bangladesh)  ,"[""chicken"", ""onions"", ""garlic"", ""ground ginger"", ""cloves"", ""cardamon pods"", ""cinnamon"", ""ground coriander"", ""ground cumin"", ""ground red pepper"", ""salt"", ""yogurt"", ""coconut"", ""raisins"", ""water"", ""oil""]",Chicken,Meat
Chicken Curry,"[""chicken"", ""potatoes"", ""onions"", ""yogurt"", ""ginger"", ""garlic"", ""oil"", ""hot water"", ""cinnamon"", ""cloves"", ""cardamon"", ""turmeric"", ""chili powder"", ""green chilies"", ""cumin powder""]",Chicken,Meat
Chicken Curry,"[""onion"", ""garlic"", ""curry powder"", ""olive oil"", ""chicken breasts"", ""tomatoes"", ""whole new potatoes"", ""green beans"", ""raisins""]",Chicken,Meat
Chicken Curry,"[""chicken breasts"", ""coconut milk"", ""green curry"", ""sweet peas"", ""green chillies"", ""fish sauce"", ""vegetable oil""]",Chicken,Meat
Quick Thai Curry Noodles,"[""egg noodles"", ""vegetable oil"", ""garlic"", ""chicken"", ""coconut milk"", ""red pepper"", ""chicken broth"", ""curry powder"", ""turmeric powder"", ""soy sauce"", ""sugar"", ""cabbage"", ""lemon juice"", ""salt"", ""green onions""]",Chicken,Meat
Chicken Curry,"[""chicken"", ""Uncle Ben's curry"", ""oranges"", ""raisins"", ""apple slices"", ""chutney"", ""California garden vegetables""]",Chicken,Meat
Chicken Curry,"[""butter"", ""onion"", ""curry powder"", ""chicken"", ""cream of chicken soup"", ""warm milk"", ""rice""]",Chicken,Meat
Honey Curry Chicken,"[""chicken"", ""chicken"", ""honey"", ""Dijon mustard"", ""salt"", ""curry powder""]",Chicken,Meat
Chicken Gizzard Curry,"[""oil"", ""onion"", ""curry"", ""gizzards"", ""tomato paste"", ""tomato sauce"", ""salt"", ""sugar""]",Chicken,Meat
Chicken Breasts With Mushroom And Curry(This Is Not Hot)  ,"[""flour"", ""fresh mushrooms"", ""mushroom soup"", ""curry"", ""water"", ""salt"", ""butter""]",Chicken,Meat
India Chicken Curry,"[""onion"", ""celery"", ""butter"", ""flour"", ""chicken stock"", ""tomato juice"", ""Worcestershire sauce"", ""salt"", ""curry powder"", ""chicken"", ""rice""]",Chicken,Meat
Chicken Curry,"[""chicken"", ""curry powder"", ""tomato paste"", ""olive oil"", ""bay leaf"", ""onions"", ""potatoes"", ""garlic"", ""coriander"", ""ground cumin""]",Chicken,Meat
Chicken Curry,"[""chicken"", ""water"", ""onion"", ""garlic"", ""ginger"", ""yogurt"", ""coriander powder"", ""turmeric"", ""salt"", ""paprika"", ""white cumin"", ""black cumin"", ""cinnamon"", ""cardamon"", ""cloves"", ""black peppers"", ""corn oil""]",Chicken,Meat
Curry Chicken,"[""chicken"", ""salt"", ""black pepper"", ""curry powder"", ""thyme"", ""potatoes"", ""water""]",Chicken,Meat
Chicken Curry(Serves 4 To 6)  ,"[""chicken breasts"", ""coconut flakes"", ""margarine"", ""onion"", ""turmeric"", ""ginger"", ""chili powder"", ""curry powder"", ""tomato sauce"", ""raisins"", ""apple"", ""mango"", ""bay leaf"", ""chicken stock""]",Chicken,Meat
Chicken Curry,"[""butter"", ""onion"", ""clove garlic"", ""celery"", ""bay leaf"", ""dry mustard"", ""apple"", ""flour"", ""mace"", ""curry"", ""chicken broth"", ""parsley"", ""chicken"", ""ham""]",Chicken,Meat
Wild Rice And Curry Chicken,"[""onion"", ""celery"", ""cream of mushroom soup"", ""sour cream"", ""curry powder"", ""chicken"", ""long grain"", ""butter"", ""white wine""]",Chicken,Meat
Curry Chicken Divan(From The Litton Microwave Book)  ,"[""broccoli"", ""turkey"", ""cream of chicken soup"", ""water"", ""milk"", ""onion"", ""cooking rice"", ""American cheese"", ""salt"", ""curry powder""]",Chicken,Meat
Chicken Curry,"[""chicken breast"", ""cream of chicken soup"", ""Cheddar cheese"", ""mayonnaise"", ""curry powder"", ""lemon juice"", ""sherry""]",Chicken,Meat
Chicken Curry,"[""onion"", ""apple"", ""curry powder"", ""sugar"", ""oleo"", ""flour"", ""chicken broth"", ""lemon juice"", ""chicken"", ""raisins"", ""salt"", ""pepper""]",Chicken,Meat
Curry Chicken,"[""chicken breasts"", ""honey"", ""mustard"", ""butter"", ""curry powder""]",Chicken,Meat
Curry Chicken,"[""frozen broccoli"", ""chicken"", ""cream of chicken soup"", ""mayonnaise"", ""lemon juice"", ""curry powder"", ""Cheddar cheese"", ""croutons""]",Chicken,Meat
Chicken Broccoli Curry,"[""chicken"", ""broccoli"", ""cream of mushroom soup"", ""mayonnaise"", ""curry powder"", ""lemon juice""]",Chicken,Meat
Chicken Curry,"[""oil"", ""onion"", ""green pepper"", ""chicken"", ""flour"", ""curry powder"", ""garlic"", ""tomato sauce"", ""water"", ""lemon juice"", ""salt""]",Chicken,Meat
Chicken Broccoli Curry,"[""skinless"", ""broccoli"", ""cream of chicken"", ""mayonnaise"", ""curry powder""]",Chicken,Meat
Curry Cawsway(Burmese)  ,"[""chicken"", ""onion"", ""fresh ginger"", ""fresh garlic"", ""salt"", ""turmeric"", ""red pepper"", ""oil"", ""coconut milk"", ""graham flour"", ""onion"", ""green onion"", ""cilantro"", ""red pepper"", ""lemon juice"", ""mein noodles""]",Chicken,Meat
Honey Curry Chicken,"[""chicken"", ""honey"", ""Dijon mustard"", ""salt"", ""curry powder"", ""butter""]",Chicken,Meat
Curry Chicken,"[""cream of chicken soup"", ""mayonnaise"", ""curry powder"", ""Parmesan cheese"", ""miscellaneous chicken""]",Chicken,Meat
Chicken Curry Java,"[""peanut oil"", ""tomato sauce"", ""lemon juice"", ""onion"", ""clove garlic"", ""curry powder"", ""chili powder"", ""black pepper"", ""oranges"", ""pineapple"", ""banana"", ""honey"", ""salt"", ""chicken"", ""rice""]",Chicken,Meat
Curry Chicken,"[""onion"", ""chicken breasts"", ""butter"", ""flour"", ""curry powder"", ""cornstarch"", ""milk""]",Chicken,Meat
Quick Chicken Curry,"[""chicken"", ""cream of chicken soup"", ""milk"", ""curry powder""]",Chicken,Meat
Curry Cajun Spiced Chicken,"[""honey"", ""water"", ""mustard"", ""butter"", ""cajun seasoning"", ""curry powder"", ""lemon juice"", ""clove garlic"", ""chicken breast halves"", ""rice""]",Chicken,Meat
Curry Glazed Chicken,"[""chicken breasts"", ""margarine"", ""mustard"", ""honey"", ""curry powder"", ""salt""]",Chicken,Meat
Navy Shrimp And Curry,"[""shrimp"", ""white rice"", ""chicken"", ""boiling water"", ""butter"", ""onion"", ""flour"", ""curry powder"", ""salt"", ""sugar"", ""milk"", ""lemon juice""]",Chicken,Meat
Captain'S Chicken(Curry)  ,"[""chicken breasts"", ""curry powder"", ""onion"", ""raisins"", ""tomatoes"", ""salt"", ""cornstarch"", ""green pepper"", ""clove garlic""]",Chicken,Meat
Chicken Curry,"[""chicken""]",Chicken,Meat
Potato Curry(For Those Who Like It Hot And Light!)  ,"[""chicken broth"", ""onions"", ""coconut extract"", ""sweet potatoes"", ""frozen petite peas"", ""nonfat yogurt"", ""garlic"", ""fresh ginger"", ""potatoes"", ""nonfat milk"", ""fresh cilantro"", ""ground coriander"", ""ground cumin"", ""ground turmeric"", ""cayenne"", ""ground cinnamon"", ""salt"", ""red onion"", ""red wine vinegar"", ""avocados"", ""lime"", ""watermelon"", ""orange"", ""extra-virgin olive oil"", ""cilantro"", ""salt""]",Chicken,Meat
Easy Chicken Curry(Yield:  4-6 Servings)  ,"[""Chicken"", ""Onion"", ""Garlic"", ""Ginger Paste"", ""Tomato Sauce"", ""Heavy Cream"", ""Cilantro"", ""Garam Masala"", ""Turmeric"", ""Chili Powder"", ""Paprika"", ""Salt"", ""Vegetable Oil""]",Chicken,Meat
Chicken Curry,"[""chicken"", ""salt"", ""Indian paprika"", ""turmeric"", ""ginger"", ""curry powder"", ""butter"", ""flour"", ""onion""]",Chicken,Meat
Roast Chicken With Curry Butter,"[""garlic"", ""butter"", ""curry powder"", ""salt"", ""pepper"", ""chicken""]",Chicken,Meat
Chicken Curry,"[""chicken"", ""potatoes"", ""onions"", ""carrots"", ""curry"", ""butter"", ""salt""]",Chicken,Meat
Chicken Curry Couscous,"[""couscous"", ""chicken breasts"", ""water"", ""celery"", ""raisins"", ""scallions"", ""apple"", ""mayonnaise"", ""yogurt"", ""curry powder""]",Chicken,Meat
Chicken And Broccoli Curry,"[""skinless"", ""broccoli spears"", ""cream of mushroom soup"", ""mayonnaise"", ""curry"", ""bread crumbs mixed"", ""Cheddar cheese""]",Chicken,Meat
Chicken Curry,"[""chicken breasts"", ""flour"", ""curry"", ""cinnamon"", ""cumin"", ""chili powder"", ""salt"", ""butter"", ""lemon"", ""apple"", ""cream"", ""onion"", ""Major"", ""chicken""]",Chicken,Meat
Roseanne'S Shipboard Curry Rice And Chicken,"[""rice"", ""mustard"", ""honey"", ""curry"", ""chicken""]",Chicken,Meat
Chicken Curry,"[""chicken"", ""mayo"", ""cream of chicken soup"", ""cream of Cheddar cheese soup"", ""broccoli"", ""lemon juice"", ""curry powder"", ""bread crumbs"", ""Cheddar cheese""]",Chicken,Meat
Hawaiian Curry*,"[""milk"", ""coconut"", ""garlic"", ""fresh ginger root"", ""apples"", ""onions"", ""curry powder"", ""butter"", ""flour"", ""salt"", ""heavy cream"", ""chicken""]",Chicken,Meat
